CPU0
P1,1	10	47
P3,1	48	77
P4,1	78	148
P7,1	149	228
P9,1	229	298
P11,1	299	414
P14,1	415	509
P16,1	510	581
P18,1	582	650
P19,1	651	703
P21,1	704	814
P24,1	815	862
P26,1	863	947
P4,2	948	1055
P30,1	1056	1147
P32,1	1148	1192
P33,1	1193	1258
P35,1	1259	1359
P38,1	1360	1469
P41,1	1470	1530
P44,1	1531	1582
P45,1	1583	1698
P48,1	1699	1775
P49,1	1776	1811
P51,1	1812	1889
P54,1	1890	1958
P56,1	1959	2033
P58,1	2034	2119
P10,2	2120	2202
P61,1	2203	2306
P63,1	2307	2336
P64,1	2337	2431
P66,1	2432	2497
P68,1	2498	2539
P69,1	2540	2647
P73,1	2648	2711
P75,1	2712	2754
P13,2	2755	2810
P77,1	2811	2860
P79,1	2861	2941
P81,1	2942	3050
P85,1	3051	3163
P87,1	3164	3220
P89,1	3221	3317
P91,1	3318	3372
P93,1	3373	3418
P94,1	3419	3516
P96,1	3517	3603
P97,1	3604	3666
P17,2	3667	3784
P100,1	3785	3869
P102,1	3870	3938
P104,1	3939	4040
P107,1	4041	4120
P108,1	4121	4181
P110,1	4182	4288
P112,1	4289	4350
P114,1	4351	4438
P116,1	4439	4485
P117,1	4486	4550
P119,1	4551	4618
P19,2	4619	4664
P121,1	4665	4728
P122,1	4729	4784
P125,1	4785	4891
P128,1	4892	4992
P130,1	4993	5094
P132,1	5095	5197
P22,2	5198	5267
P136,1	5268	5329
P21,2	5330	5364
P138,1	5365	5414
P139,1	5415	5501
P141,1	5502	5542
P142,1	5543	5610
P24,2	5611	5670
P144,1	5671	5729
P147,1	5730	5762
P149,1	5763	5842
P150,1	5843	5935
P153,1	5936	6023
P154,1	6024	6135
P26,2	6136	6249
P158,1	6250	6288
P159,1	6289	6336
P25,2	6337	6447
P161,1	6448	6515
P163,1	6516	6552
P165,1	6553	6639
P166,1	6640	6717
P168,1	6718	6774
P170,1	6775	6819
P172,1	6820	6876
P173,1	6877	6993
P4,3	6994	7112
P177,1	7113	7216
P179,1	7217	7291
P181,1	7292	7373
P183,1	7374	7421
P184,1	7422	7540
P187,1	7541	7642
P189,1	7643	7703
P190,1	7704	7736
P30,2	7737	7801
P193,1	7802	7905
P195,1	7906	7975
P197,1	7976	8021
P32,2	8022	8080
P200,1	8081	8176
P33,2	8177	8231
P36,2	8232	8347
P38,2	8348	8382
P41,2	8383	8433
P44,2	8434	8542
P46,2	8543	8607
P49,2	8608	8703
P53,2	8704	8753
P55,2	8754	8814
P56,2	8815	8844
P60,2	8845	8959
P63,2	8960	9048
P65,2	9049	9109
P66,2	9110	9210
P69,2	9211	9303
P76,2	9304	9375
P78,2	9376	9460
P83,2	9461	9528
P84,2	9529	9567
P85,2	9568	9633
P88,2	9634	9742
P91,2	9743	9819
P96,2	9820	9909
P98,2	9910	9951
P17,3	9952	10021
P100,2	10022	10130
P103,2	10131	10161
P107,2	10162	10268
P109,2	10269	10371
P112,2	10372	10459
P116,2	10460	10491
P119,2	10492	10538
P118,2	10539	10653
P120,2	10654	10733
P122,2	10734	10827
P126,2	10828	10941
P129,2	10942	10995
P130,2	10996	11100
P132,2	11101	11152
P134,2	11153	11212
P137,2	11213	11261
P139,2	11262	11304
P24,3	11305	11350
P144,2	11351	11402
P146,2	11403	11514
P153,2	11515	11609
P154,2	11610	11656
P158,2	11657	11688
P159,2	11689	11719
P25,3	11720	11769
P162,2	11770	11887
P173,2	11888	11984
P177,2	11985	12021
P181,2	12022	12133
P185,2	12134	12216
P29,3	12217	12247
P188,2	12248	12341
P30,3	12342	12393
P194,2	12394	12428
P195,2	12429	12475
P31,3	12476	12530
P33,3	12531	12648
P41,3	12649	12712
P40,3	12713	12803
P46,3	12804	12857
P53,3	12858	12941
P61,3	12942	13011
P67,3	13012	13093
P75,3	13094	13130
P78,3	13131	13191
P83,3	13192	13288
P95,3	13289	13351
P97,3	13352	13420
P100,3	13421	13499
P102,3	13500	13607
P111,3	13608	13699
P120,3	13700	13745
P123,3	13746	13826
P127,3	13827	13930
P133,3	13931	14001
P141,3	14002	14043
P144,3	14044	14097
P149,3	14098	14211
P158,3	14212	14241
P161,3	14242	14340
P173,3	14341	14379
P177,3	14380	14430
P181,3	14431	14534
P194,3	14535	14572
P195,3	14573	14680
CPU1
P2,1	17	97
P5,1	98	135
P6,1	136	199
P8,1	200	269
P10,1	270	303
P12,1	304	337
P13,1	338	445
P15,1	446	522
P17,1	523	592
P2,2	593	697
P20,1	698	731
P22,1	732	801
P23,1	802	844
P25,1	845	964
P27,1	965	1006
P28,1	1007	1049
P29,1	1050	1116
P31,1	1117	1213
P34,1	1214	1288
P36,1	1289	1330
P37,1	1331	1395
P39,1	1396	1447
P40,1	1448	1487
P42,1	1488	1528
P43,1	1529	1582
P46,1	1583	1614
P7,2	1615	1687
P47,1	1688	1789
P50,1	1790	1844
P52,1	1845	1875
P53,1	1876	1909
P55,1	1910	2017
P57,1	2018	2101
P59,1	2102	2186
P60,1	2187	2231
P62,1	2232	2330
P12,2	2331	2384
P65,1	2385	2472
P67,1	2473	2554
P70,1	2555	2596
P71,1	2597	2633
P72,1	2634	2706
P74,1	2707	2737
P76,1	2738	2837
P78,1	2838	2902
P80,1	2903	2948
P82,1	2949	3005
P83,1	3006	3045
P84,1	3046	3135
P86,1	3136	3190
P88,1	3191	3241
P15,2	3242	3278
P90,1	3279	3327
P92,1	3328	3445
P95,1	3446	3546
P16,2	3547	3624
P98,1	3625	3744
P99,1	3745	3840
P101,1	3841	3911
P103,1	3912	3950
P105,1	3951	4015
P106,1	4016	4128
P109,1	4129	4200
P18,2	4201	4237
P111,1	4238	4344
P113,1	4345	4423
P115,1	4424	4522
P118,1	4523	4626
P120,1	4627	4744
P123,1	4745	4775
P124,1	4776	4819
P126,1	4820	4885
P127,1	4886	4990
P129,1	4991	5064
P131,1	5065	5131
P133,1	5132	5166
P134,1	5167	5260
P135,1	5261	5304
P137,1	5305	5414
P140,1	5415	5506
P23,2	5507	5581
P143,1	5582	5687
P145,1	5688	5721
P146,1	5722	5751
P148,1	5752	5870
P151,1	5871	5921
P152,1	5922	6039
P155,1	6040	6133
P156,1	6134	6239
P157,1	6240	6354
P160,1	6355	6463
P162,1	6464	6541
P164,1	6542	6640
P167,1	6641	6736
P169,1	6737	6788
P171,1	6789	6895
P28,2	6896	6983
P174,1	6984	7036
P175,1	7037	7101
P176,1	7102	7174
P178,1	7175	7254
P180,1	7255	7370
P182,1	7371	7425
P185,1	7426	7492
P186,1	7493	7559
P29,2	7560	7614
P188,1	7615	7726
P191,1	7727	7788
P192,1	7789	7864
P194,1	7865	7922
P196,1	7923	7989
P198,1	7990	8050
P199,1	8051	8164
P31,2	8165	8225
P34,2	8226	8298
P35,2	8299	8380
P40,2	8381	8457
P43,2	8458	8561
P48,2	8562	8656
P50,2	8657	8750
P54,2	8751	8820
P58,2	8821	8874
P61,2	8875	8964
P12,3	8965	9000
P64,2	9001	9114
P68,2	9115	9174
P67,2	9175	9208
P70,2	9209	9273
P75,2	9274	9369
P77,2	9370	9416
P80,2	9417	9509
P81,2	9510	9603
P86,2	9604	9644
P15,3	9645	9702
P90,2	9703	9746
P92,2	9747	9803
P95,2	9804	9853
P97,2	9854	9964
P99,2	9965	10065
P101,2	10066	10113
P102,2	10114	10183
P106,2	10184	10241
P108,2	10242	10329
P111,2	10330	10400
P113,2	10401	10474
P115,2	10475	10543
P19,3	10544	10654
P123,2	10655	10755
P124,2	10756	10834
P125,2	10835	10892
P127,2	10893	11008
P131,2	11009	11043
P133,2	11044	11162
P135,2	11163	11221
P138,2	11222	11280
P141,2	11281	11333
P143,2	11334	11407
P149,2	11408	11471
P151,2	11472	11571
P152,2	11572	11643
P156,2	11644	11739
P161,2	11740	11770
P169,2	11771	11820
P171,2	11821	11863
P28,3	11864	11925
P176,2	11926	12034
P183,2	12035	12099
P182,2	12100	12167
P184,2	12168	12234
P189,2	12235	12291
P190,2	12292	12376
P192,2	12377	12447
P200,2	12448	12545
P34,3	12546	12627
P38,3	12628	12747
P43,3	12748	12810
P49,3	12811	12877
P50,3	12878	12907
P58,3	12908	12942
P65,3	12943	13008
P64,3	13009	13065
P66,3	13066	13151
P80,3	13152	13195
P81,3	13196	13248
P86,3	13249	13279
P91,3	13280	13320
P96,3	13321	13417
P99,3	13418	13456
P103,3	13457	13512
P107,3	13513	13628
P112,3	13629	13667
P116,3	13668	13748
P122,3	13749	13847
P131,3	13848	13912
P132,3	13913	13949
P137,3	13950	13994
P139,3	13995	14079
P143,3	14080	14167
P146,3	14168	14233
P159,3	14234	14301
P169,3	14302	14335
P162,3	14336	14452
P184,3	14453	14495
P189,3	14496	14580
P200,3	14581	14689
